mel_spectro_start,mel_spectro_end,mel_spectro_length,Speaker
13500224,13501341,1117,130105
13501341,13502334,993,276730
13502334,13503907,1573,135635
13503907,13504993,1086,133273
13504993,13505442,449,41610
13505442,13506590,1148,141209
13506590,13507788,1198,117382
13507788,13508918,1130,19376
13508918,13510157,1239,105673
13510157,13511076,919,152265
13511076,13512227,1151,11612
13512227,13513077,850,145700
13513077,13513961,884,4136
13513961,13514360,399,142727
13514360,13514969,609,294523
13514969,13515925,956,143948
13515925,13517202,1277,57180
13517202,13517877,675,123059
13517877,13519085,1208,101579
13519085,13519973,888,109662
13519973,13521191,1218,284268
13521191,13522452,1261,143264
13522452,13523597,1145,67592
13523597,13524136,539,137597
13524136,13524543,407,73296
13524543,13525778,1235,128632
13525778,13526907,1129,72200
13526907,13527857,950,300343
13527857,13528227,370,124164
13528227,13529373,1146,73847
13529373,13530527,1154,85685
13530527,13531328,801,295761
13531328,13532024,696,132644
13532024,13533282,1258,127685
13533282,13533991,709,7239
13533991,13534768,777,276732
13534768,13535051,283,157636
13535051,13536279,1228,60774
13536279,13537480,1201,40556
13537480,13537689,209,121140
13537689,13538948,1259,28868
13538948,13540077,1129,5911
13540077,13541376,1299,170982
13541376,13541537,161,88349
13541537,13542558,1021,96241
13542558,13543641,1083,73957
13543641,13544652,1011,124439
13544652,13545991,1339,135824
13545991,13547030,1039,48579
13547030,13548229,1199,700
13548229,13549372,1143,148529
13549372,13550252,880,101278
13550252,13550526,274,756
13550526,13551609,1083,5083
13551609,13552550,941,10822
13552550,13553833,1283,157243
13553833,13554300,467,59288
13554300,13555284,984,123882
13555284,13556477,1193,220952
13556477,13557773,1296,123715
13557773,13558944,1171,126739
13558944,13559921,977,160187
13559921,13561017,1096,49755
13561017,13562173,1156,165387
13562173,13562791,618,129514
13562791,13563529,738,176680
13563529,13563976,447,258960
13563976,13565298,1322,139717
13565298,13565995,697,6557
13565995,13566967,972,5776
13566967,13568169,1202,121734
13568169,13568998,829,126410
13568998,13570131,1133,132777
13570131,13570840,709,104978
13570840,13571961,1121,86679
13571961,13573125,1164,105002
13573125,13574372,1247,86040
13574372,13575613,1241,101580
13575613,13576760,1147,245708
13576760,13578026,1266,68188
13578026,13579233,1207,157057
13579233,13580486,1253,152826
13580486,13581693,1207,278228
13581693,13582688,995,291374
13582688,13583369,681,139350
13583369,13584652,1283,6506
13584652,13585703,1051,292604
13585703,13586967,1264,28465
13586967,13587933,966,108638
13587933,13589111,1178,141242
13589111,13590281,1170,129396
13590281,13591360,1079,158744
13591360,13592445,1085,112056
13592445,13593514,1069,108638
13593514,13594523,1009,134434
13594523,13595587,1064,128136
13595587,13596700,1113,109173
13596700,13597039,339,397
13597039,13598305,1266,124368
13598305,13598646,341,39761
13598646,13599878,1232,101283
13599878,13601124,1246,112011
13601124,13602373,1249,129659
13602373,13603619,1246,95969
13603619,13604798,1179,276735
13604798,13606043,1245,216567
13606043,13606778,735,158744
13606778,13607795,1017,94876
13607795,13608927,1132,110742
13608927,13610192,1265,134176
13610192,13610504,312,126929
13610504,13611670,1166,139753
13611670,13612695,1025,131259
13612695,13613391,696,12715
13613391,13613925,534,52088
13613925,13614910,985,140041
13614910,13616007,1097,138043
13616007,13617073,1066,10801
13617073,13618172,1099,291107
13618172,13618989,817,126410
13618989,13620107,1118,123506
13620107,13620968,861,144503
13620968,13622173,1205,134312
13622173,13623210,1037,62516
13623210,13624317,1107,5764
13624317,13624770,453,158744
13624770,13625971,1201,3966
13625971,13626641,670,75810
13626641,13627568,927,132485
13627568,13628746,1178,300343
13628746,13629836,1090,172156
13629836,13631020,1184,106969
13631020,13632084,1064,129597
13632084,13633195,1111,108621
13633195,13634288,1093,9010
13634288,13635604,1316,143521
13635604,13635902,298,133290
13635902,13636191,289,11243
13636191,13637257,1066,140639
13637257,13638539,1282,74797
13638539,13638960,421,101864
13638960,13640023,1063,96241
13640023,13641232,1209,158796
13641232,13642341,1109,12971
13642341,13642731,390,169291
13642731,13643912,1181,158796
13643912,13645132,1220,39970
13645132,13646343,1211,23281
13646343,13647633,1290,295710
13647633,13648845,1212,135264
13648845,13649940,1095,123715
13649940,13651117,1177,121661
13651117,13652370,1253,164327
13652370,13653477,1107,290047
13653477,13654704,1227,127521
13654704,13655790,1086,95969
13655790,13656951,1161,134434
13656951,13658096,1145,47239
13658096,13658551,455,135894
13658551,13659612,1061,137483
13659612,13660792,1180,37134
13660792,13661391,599,300343
13661391,13662680,1289,258250
13662680,13663889,1209,122828
13663889,13664961,1072,67592
13664961,13666222,1261,170212
13666222,13667465,1243,132499
13667465,13668675,1210,862
13668675,13669970,1295,133630
13669970,13670552,582,143485
13670552,13671340,788,290047
13671340,13672560,1220,61742
13672560,13673785,1225,36146
13673785,13675002,1217,121024
13675002,13676091,1089,177627
13676091,13677306,1215,117095
13677306,13678378,1072,141235
13678378,13679518,1140,293959
13679518,13680846,1328,285173
13680846,13681894,1048,134120
13681894,13682119,225,129790
13682119,13683280,1161,131228
13683280,13684493,1213,116797
13684493,13685188,695,127703
13685188,13686427,1239,102239
13686427,13687730,1303,185436
13687730,13688901,1171,19376
13688901,13689957,1056,11734
13689957,13691112,1155,75939
13691112,13692260,1148,77782
13692260,13693425,1165,144987
13693425,13694680,1255,10172
13694680,13695929,1249,132272
13695929,13697140,1211,126859
13697140,13697765,625,47541
13697765,13698976,1211,87997
13698976,13699461,485,168204
13699461,13700616,1155,121658
13700616,13701863,1247,10088
13701863,13702993,1130,156474
13702993,13704175,1182,137589
13704175,13705280,1105,14358
13705280,13706091,811,158781
13706091,13707356,1265,46712
13707356,13708541,1185,184447
13708541,13709619,1078,23295
13709619,13710916,1297,121541
13710916,13711181,265,31629
13711181,13712246,1065,143321
13712246,13713431,1185,101289
13713431,13714585,1154,109185
13714585,13715603,1018,46890
13715603,13716826,1223,133395
13716826,13717974,1148,22581
13717974,13718920,946,84357
13718920,13720216,1296,137614
13720216,13720775,559,39971
13720775,13721781,1006,129623
13721781,13722977,1196,74477
13722977,13724305,1328,668
13724305,13724654,349,288043
13724654,13725745,1091,176660
13725745,13726882,1137,131228
13726882,13727992,1110,126859
13727992,13729245,1253,258960
13729245,13730382,1137,149735
13730382,13730971,589,126408
13730971,13732050,1079,88761
13732050,13732890,840,56777
13732890,13733879,989,28247
13733879,13734804,925,155968
13734804,13736040,1236,700
13736040,13737282,1242,16632
13737282,13738437,1155,134425
13738437,13739598,1161,129325
13739598,13740651,1053,138656
13740651,13741845,1194,87508
13741845,13742966,1121,39478
13742966,13744202,1236,148920
13744202,13745315,1113,39481
13745315,13746594,1279,274378
13746594,13747845,1251,101892
13747845,13748037,192,178450
13748037,13749278,1241,164100
13749278,13750379,1101,144485
13750379,13751234,855,124368
13751234,13752445,1211,83607
13752445,13753332,887,132705
13753332,13754566,1234,26852
13754566,13755803,1237,126221
13755803,13756964,1161,104491
13756964,13757265,301,139009
13757265,13758411,1146,52087
13758411,13759456,1045,73296
13759456,13760507,1051,6498
13760507,13761852,1345,127703
13761852,13762832,980,8689
13762832,13764013,1181,121398
13764013,13765115,1102,48842
13765115,13766203,1088,279775
13766203,13767390,1187,5710
13767390,13768627,1237,184265
13768627,13769684,1057,187005
13769684,13770935,1251,287139
13770935,13772063,1128,108005
13772063,13773256,1193,108620
13773256,13774476,1220,142848
13774476,13775721,1245,73972
13775721,13776914,1193,157858
13776914,13777139,225,138290
13777139,13778384,1245,39475
13778384,13778785,401,60774
13778785,13779166,381,126408
13779166,13780276,1110,66470
13780276,13780949,673,64292
13780949,13781153,204,62347
13781153,13782213,1060,300208
13782213,13783176,963,112058
13783176,13784441,1265,125128
13784441,13785481,1040,67584
13785481,13786738,1257,107487
13786738,13787789,1051,124990
13787789,13788357,568,32139
13788357,13788940,583,101579
13788940,13789377,437,129393
13789377,13790143,766,26894
13790143,13791352,1209,44577
13791352,13792637,1285,47541
13792637,13793891,1254,133442
13793891,13795013,1122,63713
13795013,13795401,388,139612
13795401,13796394,993,176853
13796394,13797435,1041,157243
13797435,13798634,1199,138901
13798634,13799830,1196,231862
13799830,13800703,873,172165
13800703,13801950,1247,92806
13801950,13802826,876,122544
13802826,13802999,173,145703
13802999,13804086,1087,56777
13804086,13805295,1209,171139
13805295,13806384,1089,156977
13806384,13807503,1119,287671
13807503,13808130,627,95875
13808130,13809219,1089,9914
13809219,13810060,841,121085
13810060,13810587,527,36641
13810587,13811579,992,60480
13811579,13812074,495,160188
13812074,13813125,1051,93470
13813125,13814303,1178,4861
13814303,13814996,693,143005
13814996,13816103,1107,60801
13816103,13817047,944,58869
13817047,13818192,1145,8689
13818192,13819274,1082,135580
13819274,13820547,1273,54016
13820547,13820711,164,86026
13820711,13821803,1092,273050
13821803,13822946,1143,134728
13822946,13824177,1231,48525
13824177,13825454,1277,107517
13825454,13826496,1042,177234
13826496,13826914,418,6397
13826914,13827791,877,83708
13827791,13828886,1095,122828
13828886,13829134,248,86732
13829134,13830115,981,147110
13830115,13831089,974,39481
13831089,13832049,960,168500
13832049,13832740,691,47239
13832740,13833348,608,1536
13833348,13833841,493,93276
13833841,13834054,213,220951
13834054,13835034,980,166683
13835034,13835923,889,17615
13835923,13836735,812,187006
13836735,13837922,1187,149735
13837922,13838555,633,123267
13838555,13839828,1273,43321
13839828,13840284,456,73732
13840284,13841567,1283,138074
13841567,13842539,972,102381
13842539,13843649,1110,12538
13843649,13844214,565,131735
13844214,13845464,1250,156967
13845464,13846177,713,13364
13846177,13846376,199,19209
13846376,13847342,966,85635
13847342,13848389,1047,177641
13848389,13849595,1206,143895
13849595,13850705,1110,123266
13850705,13851328,623,123197
13851328,13852553,1225,123167
13852553,13853631,1078,121085
13853631,13854825,1194,8689
13854825,13856061,1236,137770
13856061,13857111,1050,88761
13857111,13857961,850,164101
13857961,13859568,1607,62851
13859568,13860921,1353,282357
13860921,13861820,899,91905
13861820,13863009,1189,157088
13863009,13864198,1189,68770
13864198,13865115,917,138488
13865115,13866341,1226,126860
13866341,13867442,1101,12332
13867442,13868685,1243,143946
13868685,13869684,999,94526
13869684,13870828,1144,163597
13870828,13871950,1122,146111
13871950,13872914,964,70998
13872914,13874113,1199,295759
13874113,13875320,1207,271812
13875320,13876333,1013,86765
13876333,13877590,1257,39761
13877590,13878341,751,130994
13878341,13879368,1027,91801
13879368,13880031,663,11734
13880031,13881120,1089,1562
13881120,13881797,677,170453
13881797,13883047,1250,133442
13883047,13884156,1109,126957
13884156,13885458,1302,155152
13885458,13886653,1195,279775
13886653,13887854,1201,362
13887854,13889115,1261,183239
13889115,13890412,1297,143307
13890412,13891687,1275,19361
13891687,13892346,659,12103
13892346,13893467,1121,130870
13893467,13893902,435,139297
13893902,13895104,1202,186232
13895104,13896141,1037,133395
13896141,13897476,1335,285135
13897476,13897786,310,157236
13897786,13898765,979,121658
13898765,13899087,322,155949
13899087,13900214,1127,134804
13900214,13901412,1198,86777
13901412,13902727,1315,125123
13902727,13903990,1263,8674
13903990,13905233,1243,184266
13905233,13906406,1173,139009
13906406,13907434,1028,11079
13907434,13908647,1213,67857
13908647,13909677,1030,32886
13909677,13910710,1033,142848
13910710,13911998,1288,125001
13911998,13913242,1244,131218
13913242,13914474,1232,123047
13914474,13914964,490,138045
13914964,13915414,450,278217
13915414,13916658,1244,104979
13916658,13917952,1294,86040
13917952,13918927,975,37090
13918927,13919386,459,37999
13919386,13919701,315,134149
13919701,13920874,1173,39761
13920874,13922052,1178,95870
13922052,13923273,1221,26853
13923273,13924216,943,8890
13924216,13925488,1272,93276
13925488,13925781,293,245691
13925781,13926961,1180,131722
13926961,13927937,976,220951
13927937,13928962,1025,58433
13928962,13929344,382,157644
13929344,13930142,798,293531
13930142,13931425,1283,157056
13931425,13932180,755,12545
13932180,13933251,1071,133263
13933251,13934438,1187,140041
13934438,13935567,1129,234106
13935567,13936899,1332,293531
13936899,13937931,1032,84122
13937931,13938974,1043,12898
13938974,13940077,1103,28375
13940077,13940859,782,106367
13940859,13941265,406,67851
13941265,13942463,1198,122806
13942463,13942985,522,141320
13942985,13944118,1133,362
13944118,13945268,1150,132882
13945268,13946300,1032,130533
13946300,13947406,1106,86765
13947406,13948656,1250,66166
13948656,13949139,483,122451
13949139,13950241,1102,111574
13950241,13951413,1172,149739
13951413,13952684,1271,121734
13952684,13953948,1264,92002
13953948,13954994,1046,89388
13954994,13956167,1173,121727
13956167,13956645,478,138033
13956645,13957712,1067,114971
13957712,13958748,1036,136610
13958748,13959927,1179,125883
13959927,13960884,957,291379
13960884,13961969,1085,142824
13961969,13963049,1080,137141
13963049,13964215,1166,171133
13964215,13965240,1025,19208
13965240,13965459,219,122944
13965459,13966699,1240,129011
13966699,13967579,880,113272
13967579,13968480,901,164187
13968480,13969633,1153,12707
13969633,13970906,1273,105673
13970906,13972145,1239,12538
13972145,13973274,1129,281472
13973274,13974493,1219,54487
13974493,13975613,1120,39475
13975613,13976709,1096,130532
13976709,13977607,898,52087
13977607,13978747,1140,291107
13978747,13979903,1156,126296
13979903,13981099,1196,280922
13981099,13981526,427,4275
13981526,13982722,1196,126296
13982722,13983955,1233,29092
13983955,13984861,906,34501
13984861,13985562,701,57180
13985562,13986771,1209,74477
13986771,13987001,230,126965
13987001,13988263,1262,39967
13988263,13989206,943,112056
13989206,13989792,586,124547
13989792,13990876,1084,63101
13990876,13992102,1226,108638
13992102,13993210,1108,133440
13993210,13993445,235,302395
13993445,13994587,1142,121103
13994587,13994964,377,163381
13994964,13995412,448,136271
13995412,13996576,1164,130977
13996576,13997739,1163,139743
13997739,13998781,1042,74797
13998781,14000003,1222,284434
14000003,14001157,1154,126737
14001157,14002414,1257,66166
14002414,14003472,1058,134981
14003472,14004732,1260,85640
14004732,14005825,1093,19209
14005825,14007087,1262,6525
14007087,14008262,1175,143005
14008262,14009228,966,79973
14009228,14010404,1176,91192
14010404,14011525,1121,142858
14011525,14012751,1226,19132
14012751,14013429,678,133290
14013429,14014424,995,141248
14014424,14015520,1096,258262
14015520,14016627,1107,70998
14016627,14017957,1330,143521
14017957,14018886,929,126232
14018886,14019999,1113,133279
14019999,14021192,1193,121068
14021192,14022251,1059,156973
14022251,14023256,1005,86710
14023256,14024447,1191,108638
14024447,14025449,1002,220980
14025449,14025918,469,104394
14025918,14027119,1201,160602
14027119,14028284,1165,75810
14028284,14029556,1272,46890
14029556,14030555,999,30119
14030555,14031650,1095,14672
14031650,14032930,1280,87280
14032930,14034134,1204,130226
14034134,14035436,1302,125118
14035436,14036702,1266,122809
14036702,14037246,544,68369
14037246,14038485,1239,122801
14038485,14039650,1165,281471
14039650,14040625,975,133279
14040625,14040777,152,104637
14040777,14041161,384,142320
14041161,14042445,1284,144135
14042445,14042680,235,291379
14042680,14043687,1007,262269
14043687,14044961,1274,284433
14044961,14045862,901,121140
14045862,14046961,1099,163726
14046961,14048152,1191,126209
14048152,14049369,1217,104483
14049369,14050613,1244,132776
14050613,14051902,1289,121085
14051902,14052889,987,157242
14052889,14054035,1146,109173
14054035,14055164,1129,136861
14055164,14056270,1106,294120
14056270,14057207,937,144965
14057207,14057583,376,134463
14057583,14058252,669,101276
14058252,14059332,1080,147990
14059332,14060122,790,245707
14060122,14061387,1265,163527
14061387,14062655,1268,74797
14062655,14063826,1171,122545
14063826,14064983,1157,176853
14064983,14065630,647,110238
14065630,14066749,1119,19665
14066749,14067955,1206,258283
14067955,14069213,1258,133224
14069213,14069991,778,70998
14069991,14071154,1163,139361
14071154,14072089,935,258974
14072089,14073193,1104,699
14073193,14074475,1282,58090
14074475,14075662,1187,126313
14075662,14076860,1198,170977
14076860,14077918,1058,35926
14077918,14078743,825,114452
14078743,14079970,1227,155968
14079970,14081153,1183,132299
14081153,14082372,1219,134657
14082372,14083325,953,126221
14083325,14084451,1126,128761
14084451,14085343,892,84121
14085343,14086482,1139,54487
14086482,14087539,1057,5710
14087539,14088544,1005,13185
14088544,14089642,1098,277899
14089642,14090955,1313,139336
14090955,14092216,1261,139361
14092216,14092689,473,48032
14092689,14093930,1241,6171
14093930,14095128,1198,135636
14095128,14096343,1215,135762
14096343,14097623,1280,39515
14097623,14098728,1105,71320
14098728,14099258,530,130494
14099258,14100417,1159,64290
14100417,14100978,561,295759
14100978,14102036,1058,176682
14102036,14103035,999,164328
14103035,14104242,1207,18524
14104242,14105454,1212,31609
14105454,14106595,1141,284268
14106595,14107616,1021,43296
14107616,14108847,1231,76055
14108847,14110063,1216,127537
14110063,14111355,1292,283462
14111355,14112422,1067,279852
14112422,14113093,671,304535
14113093,14114318,1225,91801
14114318,14115523,1205,6556
14115523,14116838,1315,171139
14116838,14117161,323,135897
14117161,14118371,1210,16802
14118371,14119605,1234,139753
14119605,14120694,1089,87791
14120694,14121915,1221,282406
14121915,14123147,1232,107486
14123147,14124225,1078,138656
14124225,14125426,1201,123270
14125426,14126575,1149,362
14126575,14127359,784,110238
14127359,14128367,1008,304535
14128367,14129198,831,140725
14129198,14129665,467,288043
14129665,14130574,909,90852
14130574,14131892,1318,146123
14131892,14133169,1277,169656
14133169,14134264,1095,274379
14134264,14135434,1170,240992
14135434,14136681,1247,185074
14136681,14137023,342,134816
14137023,14138075,1052,46890
14138075,14139350,1275,107480
14139350,14140610,1260,63111
14140610,14141858,1248,133393
14141858,14142705,847,139387
14142705,14143458,753,141571
14143458,14144428,970,80192
14144428,14145009,581,148522
14145009,14145543,534,231837
14145543,14145962,419,143361
14145962,14146642,680,95441
14146642,14147956,1314,40544
14147956,14149152,1196,135580
14149152,14149890,738,90847
14149890,14150990,1100,123047
14150990,14152151,1161,34479
14152151,14153440,1289,287657
14153440,14153718,278,68888
14153718,14154679,961,147990
14154679,14155803,1124,295761
14155803,14157020,1217,105574
14157020,14158202,1182,130994
14158202,14159469,1267,129396
14159469,14160632,1163,69412
14160632,14161457,825,130876
14161457,14162663,1206,30101
14162663,14163926,1263,258986
14163926,14164682,756,163935
14164682,14165711,1029,137608
14165711,14166980,1269,139753
14166980,14167211,231,39648
14167211,14168502,1291,113336
14168502,14169038,536,130989
14169038,14170047,1009,5703
14170047,14171187,1140,92812
14171187,14172166,979,715
14172166,14173400,1234,157858
14173400,14174531,1131,258959
14174531,14175303,772,700
14175303,14175994,691,121722
14175994,14177178,1184,63095
14177178,14178435,1257,123266
14178435,14179109,674,258266
14179109,14180025,916,137608
14180025,14180677,652,157066
14180677,14180882,205,129396
14180882,14182078,1196,121799
14182078,14182437,359,130495
14182437,14183693,1256,96498
14183693,14184103,410,129514
14184103,14184673,570,126408
14184673,14185124,451,139297
14185124,14185314,190,105168
14185314,14186393,1079,143625
14186393,14187067,674,108620
14187067,14187536,469,160592
14187536,14188409,873,27504
14188409,14188913,504,128309
14188913,14190143,1230,131735
14190143,14191145,1002,279775
14191145,14192440,1295,44582
14192440,14193089,649,124164
14193089,14194295,1206,146770
14194295,14195520,1225,128138
14195520,14196107,587,9920
14196107,14197332,1225,11547
14197332,14198535,1203,245687
14198535,14199736,1201,110061
14199736,14200888,1152,124368
14200888,14201886,998,27593
14201886,14203053,1167,147970
14203053,14204246,1193,58845
14204246,14205439,1193,83607
14205439,14206346,907,121799
14206346,14206688,342,69411
14206688,14207797,1109,10172
14207797,14208791,994,117866
14208791,14209836,1045,395
14209836,14210432,596,134636
14210432,14211717,1285,88367
14211717,14212198,481,161217
14212198,14212759,561,157263
14212759,14213714,955,168497
14213714,14214137,423,98878
14214137,14215383,1246,24731
14215383,14216486,1103,36641
14216486,14217599,1113,34478
14217599,14218466,867,164187
14218466,14219237,771,12731
14219237,14220565,1328,132864
14220565,14220885,320,60800
14220885,14222108,1223,28384
14222108,14223196,1088,10822
14223196,14224349,1153,135762
14224349,14225340,991,134120
14225340,14226535,1195,135216
14226535,14227733,1198,20410
14227733,14228838,1105,128138
14228838,14229829,991,92200
14229829,14230221,392,121331
14230221,14231216,995,72311
14231216,14232273,1057,58012
14232273,14233408,1135,69607
14233408,14233595,187,70843
14233595,14234802,1207,128631
14234802,14236035,1233,140072
14236035,14237229,1194,304535
14237229,14238344,1115,13364
14238344,14239592,1248,107517
14239592,14240836,1244,157243
14240836,14241907,1071,123047
14241907,14243060,1153,71404
14243060,14243689,629,138043
14243689,14244758,1069,140221
14244758,14245056,298,123269
14245056,14246339,1283,131218
14246339,14247290,951,282357
14247290,14248509,1219,258970
14248509,14249773,1264,163380
14249773,14250789,1016,85684
14250789,14251907,1118,156977
14251907,14253194,1287,156224
14253194,14254265,1071,125945
14254265,14254750,485,129597
14254750,14255968,1218,8675
14255968,14257063,1095,135832
14257063,14258330,1267,154838
14258330,14259141,811,232691
14259141,14260237,1096,139361
14260237,14261048,811,258974
14261048,14262214,1166,127732
14262214,14263233,1019,13364
14263233,14264340,1107,142896
14264340,14265479,1139,19376
14265479,14265780,301,121899
14265780,14266386,606,164101
14266386,14266634,248,5341
14266634,14267888,1254,9342
14267888,14269134,1246,163322
14269134,14270360,1226,141642
14270360,14270792,432,124547
14270792,14272119,1327,13270
14272119,14273383,1264,12332
14273383,14274618,1235,274376
14274618,14275860,1242,139707
14275860,14277055,1195,132101
14277055,14278008,953,7371
14278008,14279200,1192,48513
14279200,14280293,1093,137597
14280293,14281426,1133,142824
14281426,14282036,610,83607
14282036,14283151,1115,182396
14283151,14284325,1174,1120
14284325,14285300,975,142311
14285300,14286474,1174,88489
14286474,14287257,783,129974
14287257,14288474,1217,282977
14288474,14289265,791,133211
14289265,14289970,705,48579
14289970,14291120,1150,19373
14291120,14292011,891,132568
14292011,14293234,1223,140639
14293234,14294363,1129,121449
14294363,14295574,1211,130870
14295574,14296543,969,105167
14296543,14297262,719,4445
14297262,14298130,868,24514
14298130,14299187,1057,134707
14299187,14300042,855,121068
14300042,14300343,301,134816
14300343,14301308,965,8689
14301308,14302354,1046,149798
14302354,14303395,1041,137739
14303395,14304712,1317,161226
14304712,14305877,1165,176853
14305877,14306886,1009,138115
14306886,14308097,1211,54487
14308097,14308585,488,125123
14308585,14309346,761,122944
14309346,14310621,1275,138545
14310621,14311692,1071,65554
14311692,14312906,1214,121079
14312906,14314185,1279,126955
14314185,14314572,387,141240
14314572,14314743,171,126313
14314743,14315559,816,126739
14315559,14316781,1222,178030
14316781,14317977,1196,144503
14317977,14318320,343,7741
14318320,14319572,1252,157263
14319572,14320811,1239,129513
14320811,14321899,1088,67147
14321899,14323183,1284,82020
14323183,14324172,989,107517
14324172,14324675,503,133273
14324675,14325908,1233,129597
14325908,14326435,527,144496
14326435,14327660,1225,46889
14327660,14328685,1025,278289
14328685,14329967,1282,136983
14329967,14331100,1133,282385
14331100,14332360,1260,53638
14332360,14333492,1132,395
14333492,14334635,1143,130566
14334635,14335813,1178,136271
14335813,14336861,1048,25951
14336861,14338000,1139,18533
14338000,14339235,1235,133220
14339235,14340523,1288,133220
14340523,14341700,1177,68353
14341700,14342586,886,139358
14342586,14343745,1159,140222
14343745,14344311,566,291101
14344311,14345548,1237,138290
14345548,14346687,1139,61356
14346687,14347926,1239,19371
14347926,14349171,1245,10642
14349171,14349684,513,125882
14349684,14350917,1233,131704
14350917,14351761,844,61317
14351761,14352382,621,45217
14352382,14353647,1265,138042
14353647,14354910,1263,133834
14354910,14355283,373,304534
14355283,14356242,959,44912
14356242,14357389,1147,287357
14357389,14357884,495,139361
14357884,14358941,1057,279153
14358941,14360080,1139,294551
14360080,14361244,1164,138043
14361244,14362067,823,41172
14362067,14362312,245,153733
14362312,14363588,1276,109658
14363588,14364617,1029,36641
14364617,14365484,867,44937
14365484,14366433,949,37134
14366433,14367454,1021,114452
14367454,14368663,1209,65803
14368663,14369656,993,352
14369656,14370799,1143,159230
14370799,14371937,1138,128309
14371937,14373092,1155,104978
14373092,14374146,1054,291172
14374146,14374612,466,296395
14374612,14375748,1136,125945
14375748,14376043,295,26520
14376043,14377335,1292,135657
14377335,14378389,1054,12118
14378389,14379467,1078,10089
14379467,14380618,1151,138115
14380618,14381591,973,150916
14381591,14382829,1238,76043
14382829,14383990,1161,293959
14383990,14385241,1251,135824
14385241,14386522,1281,132800
14386522,14387738,1216,1133
14387738,14388744,1006,300234
14388744,14389835,1091,129983
14389835,14391106,1271,68359
14391106,14392262,1156,159056
14392262,14393523,1261,143321
14393523,14393839,316,66347
14393839,14394766,927,61316
14394766,14395800,1034,21393
14395800,14397005,1205,6506
14397005,14397420,415,4662
14397420,14398367,947,123285
14398367,14399657,1290,112761
14399657,14400697,1040,146770
14400697,14401816,1119,138047
14401816,14402869,1053,147627
14402869,14403944,1075,138631
14403944,14405212,1268,131722
14405212,14405733,521,166436
14405733,14406816,1083,67851
14406816,14408046,1230,133220
14408046,14408661,615,154284
14408661,14409898,1237,134636
14409898,14410930,1032,19208
14410930,14412216,1286,117382
14412216,14413753,1537,32139
14413753,14414870,1117,131882
14414870,14415888,1018,4861
14415888,14416190,302,120281
14416190,14417312,1122,139336
14417312,14418523,1211,291170
14418523,14419805,1282,144135
14419805,14420848,1043,127579
14420848,14421858,1010,39971
14421858,14422969,1111,69550
14422969,14424251,1282,163505
14424251,14425399,1148,39515
14425399,14426606,1207,106800
14426606,14427803,1197,130517
14427803,14429068,1265,116805
14429068,14429755,687,160187
14429755,14430747,992,47237
14430747,14431311,564,106969
14431311,14431555,244,107480
14431555,14432668,1113,31603
14432668,14433640,972,136280
14433640,14434364,724,84349
14434364,14435243,879,125883
14435243,14436356,1113,166421
14436356,14437635,1279,170977
14437635,14438310,675,121127
14438310,14439473,1163,67858
14439473,14440685,1212,71402
14440685,14441897,1212,139361
14441897,14442995,1098,21393
14442995,14443999,1004,138043
14443999,14445250,1251,126829
14445250,14446433,1183,293959
14446433,14447626,1193,277898
14447626,14448818,1192,126859
14448818,14450076,1258,145703
14450076,14451259,1183,132499
14451259,14451739,480,126965
14451739,14452142,403,133217
14452142,14453119,977,44912
14453119,14454332,1213,5710
14454332,14454725,393,63105
14454725,14456000,1275,12723
14456000,14457124,1124,187005
14457124,14457850,726,160188
14457850,14458642,792,64974
14458642,14459911,1269,133263
14459911,14461020,1109,160952
14461020,14462214,1194,268287
14462214,14463483,1269,64956
14463483,14464587,1104,87997
14464587,14465694,1107,114468
14465694,14466855,1161,83633
14466855,14468120,1265,46267
14468120,14469203,1083,130486
14469203,14470474,1271,4445
14470474,14471422,948,146111
14471422,14472237,815,295756
14472237,14473496,1259,187466
14473496,14474648,1152,276908
14474648,14475677,1029,14274
14475677,14476290,613,39508
14476290,14477381,1091,212
14477381,14477999,618,9915
14477999,14479318,1319,19361
14479318,14479892,574,110526
14479892,14481043,1151,282934
14481043,14482231,1188,66464
14482231,14483492,1261,276749
14483492,14484715,1223,133220
14484715,14485763,1048,105398
14485763,14486067,304,141174
14486067,14486969,902,178029
14486969,14487858,889,19366
14487858,14488591,733,147627
14488591,14489868,1277,160984
14489868,14490239,371,129396
14490239,14491498,1259,82020
14491498,14492779,1281,131218
14492779,14493071,292,121085
14493071,14493740,669,105002
14493740,14494085,345,110742
14494085,14495375,1290,106367
14495375,14496638,1263,291608
14496638,14497761,1123,70843
14497761,14498330,569,126829
14498330,14499458,1128,6397
14499458,14499676,218,8684
14499676,14500886,1210,42637
14500886,14502002,1116,121331
14502002,14502873,871,140041
14502873,14503986,1113,143485
14503986,14505263,1277,141268
14505263,14506486,1223,171109
14506486,14507627,1141,113273
14507627,14508704,1077,92002
14508704,14509891,1187,141320
14509891,14510855,964,126221
14510855,14511793,938,160187
14511793,14513013,1220,290923
14513013,14514259,1246,10347
14514259,14515594,1335,66184
14515594,14516687,1093,138289
14516687,14517671,984,282977
14517671,14518998,1327,281132
14518998,14519913,915,126957
14519913,14520736,823,187006
14520736,14521983,1247,32451
14521983,14523068,1085,131295
14523068,14524213,1145,61742
14524213,14525425,1212,240992
14525425,14526669,1244,143895
14526669,14527894,1225,120318
